text,incident_type,source,source_url,article_title,date
"This trend points to the evolution of DDoS tactics, as attackers exploit both the processing power of VMs and anonymized access to cloud resources, enabling smaller, more efficient botnets capable of launching large-scale attacks without the complexities involved in infecting and managing fleets of IoT devices.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/bigger-and-badder-how-ddos-attack-sizes-have-evolved-over-the-last-decade/,Bigger and badder: how DDoS attack sizes have evolved over the last decade,
"Cloudflare's Connectivity Cloud, built on our expansive anycast global network, plays a crucial role in defending against DDoS attacks by leveraging automated detection, traffic distribution, and rapid response capabilities. Here’s how it strengthens DDoS protection:",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/bigger-and-badder-how-ddos-attack-sizes-have-evolved-over-the-last-decade/,Bigger and badder: how DDoS attack sizes have evolved over the last decade,
"Automated attack detection and mitigation: Cloudflare’s DDoS protection relies heavily on automation, using machine learning algorithms to identify suspicious traffic patterns in real time. Byautomating the detection process, Cloudflare can quickly recognize and block DDoS attacks without requiring manual intervention, which is critical in high-volume attacks that would overwhelm human responders.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/bigger-and-badder-how-ddos-attack-sizes-have-evolved-over-the-last-decade/,Bigger and badder: how DDoS attack sizes have evolved over the last decade,
"Global traffic distribution with IP anycast: Cloudflare's network spans over 330 cities worldwide, and DDoS traffic gets distributed across our multiple data centers.IP anycastallows us to distribute traffic across this global network, and this wide distribution helps absorb and mitigate large-scale attacks, as attack traffic is not directed towards a single point, reducing strain on individual servers and networks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/bigger-and-badder-how-ddos-attack-sizes-have-evolved-over-the-last-decade/,Bigger and badder: how DDoS attack sizes have evolved over the last decade,
"Layered defense: Cloudflare’s Connectivity Cloud offers defense across multiple layers, including network (Layer 3), transport (Layer 4), and application (Layer 7). This layered approach allows for tailored defense strategies depending on the attack type, ensuring that even complex, multi-layered attacks can be mitigated effectively. Learn more about DDoS protection at layers 3, 4, and 7 inour DDoS protection documentation.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/bigger-and-badder-how-ddos-attack-sizes-have-evolved-over-the-last-decade/,Bigger and badder: how DDoS attack sizes have evolved over the last decade,
"Unmetered DDoS mitigation: Pioneering this approach since 2017 to ensure Internet security, Cloudflare providesunmetered DDoS protection, meaning customers are protected without worrying about bandwidth or cost limitations during attacks. This approach helps ensure that businesses, regardless of size or budget, can benefit from robust DDoS protection.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/bigger-and-badder-how-ddos-attack-sizes-have-evolved-over-the-last-decade/,Bigger and badder: how DDoS attack sizes have evolved over the last decade,
"Cloudflare’s distributed cloud infrastructure and advanced technology allows us to detect, absorb, and mitigate DDoS attacks in a way that is both scalable and responsive, avoiding downtime and maintaining service reliability, providing a robust solution to tackle the rising intensity and frequency of DDoS attacks compared to traditional options.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/bigger-and-badder-how-ddos-attack-sizes-have-evolved-over-the-last-decade/,Bigger and badder: how DDoS attack sizes have evolved over the last decade,
"Protecting against DDoS attacks is essential for organizations of every size. Although humans initiate these attacks, they’re carried out by bots, so effective defense requires automated tools to counter bot-driven threats. Real-time detection and mitigation should be as automated as possible, since relying solely on human intervention puts defenders at a disadvantage as attackers adapt to new barriers and can change attack vectors, traffic behavior, payload signatures, among others, creating an unpredicted scenario and thus rendering some manual configurations useless. Cloudflare’s automated systems continuously identify and block DDoS attacks on behalf of our customers, enabling tailored protection that meets individual needs.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/bigger-and-badder-how-ddos-attack-sizes-have-evolved-over-the-last-decade/,Bigger and badder: how DDoS attack sizes have evolved over the last decade,
Read more about Cloudflare DDoS protection in our publictechnical documentation.,Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/bigger-and-badder-how-ddos-attack-sizes-have-evolved-over-the-last-decade/,Bigger and badder: how DDoS attack sizes have evolved over the last decade,
"Elections are not just a matter of casting ballots. They depend on citizens being able to register to vote and accessing information about candidates and the election process, which in turn depend on the strength and security of the Internet. Despite the risks posed by potential cyberattacks aimed to disrupt democracy, Cloudflare did not observe any significant disruptions to campaigns or local government websites from cyberattack.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"In this blog post, we examine online attacks against election-related sites — some of which were notable but none were disruptive — and how initial election results impacted Internet traffic across the US at both national and state levels, with increases in traffic as much as 15% nationwide. We’ll also explore email phishing trends and general DNS data around news interest, the candidates, and election-related activity.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"In the 24 hour period from October 31 - November 1, Cloudflare automatically mitigated over 6 billion HTTP DDoS requests that targeted US election-related websites–such as state and local government election sites and political campaigns. There were no significant disruptions to the targeted websites during this time period.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"The day before the election, DNS traffic to Trump/Republican and Harris/Democrat websites peaked, with daily DNS traffic rising 59% and 4% respectively.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"On election day, states in the midwest saw the highest traffic growth across the US, as compared to the previous week.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Internet traffic in the US peaked after the first polling stations closed, with a 15% increase over the previous week.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"DNS traffic to news, polling, and election websites also saw large traffic jumps. Polling services were up 756% near poll closures and news sites were up 325% by late evening.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Cloudflare’s goal is to ensure that sites that enable democracy — such as voter registration sites, election information portals, campaign websites, and results reporting platforms — remain secure and accessible, especially under heavy traffic periods or cyberattacks. Through our Impact programs, we provide essential cybersecurity resources to more than 800 websites that work on election infrastructure.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Cloudflare for Campaigns:Launched in 2020, in partnership withDefending Digital Campaigns, Cloudflare for Campaigns provides a package of products to address the increasing risks posed by cyberattacks on political campaigns and state parties. We currently protect more than 354 campaigns and 34 state-level political parties in the United States.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"As we've seen several times this year, specific DDoS (Distributed Denial of Service) attacks often target political party or candidate websites around election day. While online attacks are frequent and not always election-related, we saw recent DDoS incidents inFrance, theNetherlands, andthe U.K.focused on political parties during election periods.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"In the US, we saw a similar uptick in attacks immediately prior to the election. Cloudflare blocked  cyberattacks targeting websites affiliated with both parties, attempting to take the sites offline. Although some attacks had high volumes of traffic, the targeted websites remained online.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"DDoS attacks targeting US political or elections-related Internet properties in particular clearly picked up starting in September, with the more than 6 billion HTTP DDoS requests seen during the first six days of November exceeding the volume seen during all of September and October.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Some campaign websites drove most of the malicious HTTP request traffic as part of DDoS attacks, with a clear increase since October 1, compared to minimal DDoS activity earlier in 2024.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Let’s look at a few examples of specific DDoS attacks, as these are easier to track.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Cloudflare blocked a series of DDoS attacks targeting a high-profile campaign website. The attacks began on October 29, with a four-minute spike reaching 345,000 requests per second. On October 31, more intense attacks followed, with the first lasting over an hour, peaking at 213,000 requests per second. Hours later, on November 1, a larger attack reached 700,000 requests per second, followed by two more waves at 311,000 and 205,000 requests per second.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Over 16 hours, Cloudflare blocked more than 6 billion malicious HTTP requests between October 31 and November 1. Additional attacks continued on November 3, with peaks at 200,000 requests per second (rps); on November 4, at 352,000; on Election Day, November 5, at 271,000 around 14:33 ET (11:33 PT); and on November 6, at 108,000.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Our data shows that the attacker(s) randomized user agents, attempted cache-busting techniques (methods to bypass cached content and overload servers with unique requests), and employed a geodiverse approach.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"The DDoS attack on November 1 reached peak bandwidth of over 16 Gbps sent to Cloudflare and maintained over 8 Gbps throughout the main attack, which lasted more than two hours.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Attackers also expanded their attacks beyond campaign sites, to political parties and their infrastructure, attempting — unsuccessfully — to disrupt services.  For example, on November 3, 2024, a DDoS attack targeted infrastructure associated with a major campaign, lasting two minutes and reaching 260,000 malicious HTTP requests per second.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"On October 29, 2024, a high-volume DDoS attack targeted a U.S. political party website from a specific state. The attack lasted over four hours, from 12:00 to 17:29 ET (09:00 to 14:29 PT), and peaked at 206,000 requests per second. In total, over 2 billion malicious HTTP requests were blocked that day as part of this DDoS attack.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"The same method used in the November 1 attack on one of the main campaign websites, mentioned above, was also used in this case. Here, the DDoS attack reached a peak of 5.7 Gbps sent to Cloudflare by the attacker, and sustained over 3 Gbps for most of its four-and-a-half-hour duration.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Since September, US state and local websites protected by Cloudflare under the Athenian Project have experienced increased DDoS attacks, particularly targeting specific counties. These types of sites have seen over 290 million malicious HTTP requests since September 1, with 4% of all requests blocked as threats. These attacks were less frequent and intense than those on US political campaigns infrastructure.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"On September 13, 2024, a DDoS attack targeted a county website from 19:29 UTC to 22:32 UTC (15:29 to 18:32 ET), lasting three hours and peaking at 46,000 of malicious HTTP requests per second.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"These rates of DDoS attacks are already significant, even more so when we compare it with the 2020 US presidential election. In 2020, wesawmore varied blocked cyberattack HTTP requests, split between WAF (Web Application Firewall) and firewall rules, and DDoS attacks. There were also significantly fewer blocked requests related to DDoS and WAF, with nearly 100 million in the whole month of October 2020 and close to 25 million in November 2020, the month of the election. In contrast, during November 1-6, 2024, alone, we observed over 6 billion malicious HTTP requests in DDoS attacks targeting campaigns.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"It’s also important to note that even smaller attacks can be devastating for websites not well-protected against such high levels of traffic. DDoS attacks not only overwhelm systems but also serve, if successful, as adistraction for IT teamswhile attackers attempt other types of breaches.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Generally,election daysdo not lead to drastic changes in Internet traffic. Traffic usually slightly dips during voting hours, though not as sharply as on national holidays, and rises in the evening as results are announced.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"In the US, a similar pattern was observed on November 5, 2024, with increased Internet traffic at night. However, traffic throughout the day was generally 6% higher than the previous week, starting as early as 09:15 ET (06:15 PT). This may also be because, unlike in other countries, Election Day in the US is on a weekday rather than a weekend and is not a national holiday. Internet traffic peaked after the first polls closed, around 21:15 ET (18:15 PT), as TV news stations displayed countdown clocks. At that moment, traffic was 15% higher than the previous week.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"The biggest spike in traffic growth (compared to the previous week) of Election Day occurred at around 01:30 am ET (22:30 PT), whenprojectionsbegan to favor Trump for the presidential victory andFox Newscalled Pennsylvania in his favor, with traffic rising 32% compared to the previous week. Later, during Donald Trump's speech between 02:30 and 02:45 am ET (23:30 and 23:45 PT), Internet traffic was 31% higher than the previous week.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"On Election Day, daily Internet traffic in the US reached its highest level of 2024 in terms of requests, showing a 6% increase compared to the previous week.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"As expected for a typical election day, considering what we observed in other countries, the share of traffic from mobile devices was also slightly higher on Election Day at 43%, compared to 42% the previous week.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"State-level traffic shifts on Election Day, compared to the previous week, reveal more detail than country-level data. The map below highlights the biggest traffic changes, peaking at 21:00 ET (18:00 PT) after polling stations began to close. Notably, traffic increased nationwide and at the state level on Election Day, unlike during the two-hour presidential debates, which were broadcast on nationwide TV.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"The most significant traffic increases were observed in Maine (44%), South Dakota (44%), and Montana (44%). Interestingly, central states saw higher percentages of Internet traffic growth than coastal ones. More populous states, such as California (8%), Texas (19%), New York (22%), and Florida (23%), also experienced notable traffic increases.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"The seven swing states that areconsideredto have been decisive in the election — Georgia, Michigan, Nevada, North Carolina, Pennsylvania, and Wisconsin (we’re not considering Arizona due to data issues) — each saw traffic growth between 17% and 36%. Here’s a more focused view of those swing states for easier consumption:",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Analysis of DNS traffic forUS news media outletsshows that traffic from the United States rose significantly right after 09:00 ET (06:00 PT), increasing around 15%, compared to the previous week. Traffic continued to climb throughout the day, peaking between 22:00 and 23:00 ET (19:00 and 20:00 PT) with DNS request traffic volume 325% higher than the previous week. There was also a brief spike on Wednesday, November 6, at 05:00 ET (02:00 PT), showing a 117% increase.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"We observed significantly higher DNS traffic forpolling serviceswebsites — websites of platforms or organizations that conduct and publish polls — on Election Day, peaking at 13:00 ET (10:00 PT) with a 206% increase from the previous week, and again at 22:00 ET (19:00 PT), after the polls started to close, with a 756% increase. Daily traffic to this category was up 145% on Election Day, and 36% the day prior.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Election and voting information-relatedwebsites also saw a notable rise in DNS traffic around Election Day. Traffic clearly began to increase the day before the election, and peaked on November 5, 2024, at 12:00 ET (09:00 PT), with a 313% increase from the previous week. Daily traffic was 139% higher on Election Day, and 68% higher the day before.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Social media sites/applications, especiallymicroblogging platformslike X and Threads, were also impacted during Election Day. DNS traffic for these microblogging platforms peaked at 22:00 ET (19:00 PT), aligning with spikes for news organizations and polling services, showing a 91% increase compared to the previous week. In this microblogging category, daily DNS traffic on Election Day rose by 12% from the previous week.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Regarding the two main presidential candidates, DNS traffic for their websites and their parties’ websites was much higher the day before the election than on Election Day. On November 4, 2024, daily DNS traffic toTrump and Republicanwebsites was up 59% compared to the previous week, while traffic toHarris and Democratwebsites, which had a more significant increase in DNS traffic the previous week, rose by 4%.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/exploring-internet-traffic-shifts-and-cyber-attacks-during-the-2024-us-election/,Exploring Internet traffic shifts and cyber attacks during the 2024 US election,
"Welcome to the 19th edition of the Cloudflare DDoS Threat Report. Releasedquarterly, these reports provide an in-depth analysis of the DDoS threat landscape as observed across theCloudflare network. This edition focuses on the third quarter of 2024.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"The number of DDoS attacks spiked in the third quarter of 2024. Cloudflare mitigated nearly 6 million DDoS attacks, representing a 49% increase QoQ and 55% increase YoY.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"Out of those 6 million, Cloudflare’s autonomous DDoS defense systems detected and mitigated over 200 hyper-volumetric DDoS attacks exceeding rates of 3 terabits per second (Tbps) and 2 billion packets per second (Bpps). The largest attack peaked at 4.2 Tbps and lasted just a minute.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"The Banking & Financial Services industry was subjected to the most DDoS attacks. China was the country most targeted by DDoS attacks, and Indonesia was the largest source of DDoS attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"In the first half of 2024, Cloudflare’s autonomous DDoS defense systems automatically detected and mitigated 8.5 million DDoS attacks: 4.5 million in Q1 and 4 million in Q2. In Q3, our systems mitigated nearly 6 million DDoS attacks bringing it to a total of 14.5 million DDoS attacks year-to-date. That’s an average of around 2,200 DDoS attacks every hour.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"Of those attacks, Cloudflare mitigated over 200 hyper-volumetric network-layer DDoS attacks that exceeded 1 Tbps or 1 Bpps. The largest attacks peaked at 3.8 Tbps and 2.2 Bpps.Read moreabout these attacks and how our DDoS defense systems mitigated them autonomously.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"As we were writing this blog post, our systems continued to detect and mitigate these massive attacks and a new record has just been broken again, only three weeks after our last disclosure. On October 21, 2024, Cloudflare’s systems autonomously detected and mitigated a 4.2 Tbps DDoS attack that lasted around a minute.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"Of the 6 million DDoS attacks, half were HTTP (application layer) DDoS attacks and half were network layer DDoS attacks. Network layer DDoS attacks increased by 51% QoQ and 45% YoY, and HTTP DDoS attacks increased by 61% QoQ and 68% YoY.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"90% of DDoS attacks, including the largest of attacks, were very short-lived. We did see, however, a slight increase (7%) in attacks lasting more than an hour. These longer attacks accounted for 3% of all attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"In Q3, we saw an even distribution in the number of network-layer DDoS attacks compared to HTTP DDoS attacks. Of the network-layer DDoS attacks,SYN floodwas the top attack vector followed byDNS flood attacks,UDP floods,SSDP reflection attacks, andICMP reflection attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"On the application layer, 72% of HTTP DDoS attacks were launched by known botnets and automatically mitigated by our proprietary heuristics. The fact that 72% of DDoS attacks were mitigated by our home-grown heuristics showcases the advantages of operating a large network. The volume of traffic and attacks that we see let us craft, test, and deploy robust defenses against botnets.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"Another 13% of HTTP DDoS attacks were mitigated due to their suspicious or unusual HTTP attributes, and another 9% were HTTP DDoS attacks launched by fake browsers or browser impersonators. The remaining 6% of “Other” includes attacks that targeted login endpoints and cache busting attacks.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"One thing to note is that these attack vectors, or attack groups, are not necessarily exclusive. For example, known botnets also impersonate browsers and have suspicious HTTP attributes, but this breakdown is our attempt to categorize the HTTP DDoS attacks in a meaningful way.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"In Q3, we observed a 4,000% increase inSSDP amplification attackscompared to the previous quarter. An SSDP (Simple Service Discovery Protocol) attack is a type of reflection and amplification DDoS attack that exploits theUPnP (Universal Plug and Play) protocol. Attackers send SSDP requests to vulnerable UPnP-enabled devices such as routers, printers, and IP-enabled cameras, andspoofthe source IP address to be the victim’s IP address. These devices respond to the victim’s IP address with large amounts of traffic, overwhelming the victim’s infrastructure. The amplification effect allows attackers to generate massive traffic from small requests, causing the victim’s service to go offline. Disabling UPnP on unnecessary devices and using DDoS mitigation strategies can help defend against this attack.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"When launching HTTP DDoS attacks, threat actors want to blend in to avoid detection. One tactic to achieve this is to spoof the user agent. This lets them appear as a legitimate browser or client if done successfully.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"In Q3, 80% of HTTP DDoS attack traffic impersonated theGoogle Chromebrowser, which was the most common user agent observed in attacks. More specifically, Chrome 118, 119, 120, and 121 were the most common versions.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"In third and fourth place, we observed attacks using theGo-http-clientandfasthttpuser agents. The former is the default HTTP client in Go’s standard library and the latter is a high-performance alternative.fasthttpis used to build fast web applications, but is often used for DDoS attacks and web scraping too.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"An interesting user agent shows up in the sixth place:HITV_ST_PLATFORM. This user agent appears to be associated with smart TVs or set-top boxes. Threat actors typically avoid using uncommon user agents, as evidenced by the frequent use of Chrome user agents in cyberattacks. Therefore, the presence ofHITV_ST_PLATFORMlikely suggests that the devices in question are indeed compromised smart TVs or set-top boxes.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"In seventh place, we saw theuTorrentuser agent being used in attacks. This user agent is associated with a popular BitTorrent client that’s used for downloading files.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"Lastly,okhttpwas the least common user agent in DDoS attacks despite its popularity as an HTTP client for Java and Android applications.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
"While 89% of HTTP DDoS attack traffic used the GET method, it is also the most commonly used HTTP method. So when we normalize the attack traffic by dividing the number of attack requests by total request per HTTP method, we get a different picture.",Denial of Service,Cloudflare Blog,https://blog.cloudflare.com/ddos-threat-report-for-2024-q3/,4.2 Tbps of bad packets and a whole lot more: Cloudflare's Q3 DDoS report,
